TotalCasesPer100K,TotalDeathsPer100K,NewPoverty,City,State
833980.1516862998,15870.58253993868,22.663627561723416,Abbeville, South Carolina
1186470.767356882,17533.49573690621,19.90527101096224,Accomack, Virginia
1202034.395346539,11657.554175083944,11.909602704559925,Ada, Idaho
978809.78865406,24916.57397107898,9.479060066740823,Adair, Iowa
926403.8541234976,41576.87525901368,21.45108267716536,Adair, Kentucky
847360.1446711484,4017.769391044542,29.88293823957228,Adair, Missouri
1248951.9335019875,13222.804481387784,30.84257770148175,Adair, Oklahoma
1087319.8729117557,17553.34631546582,12.229954289228246,Adams, Colorado
677901.6725798276,9984.79472883933,13.843056259503296,Adams, Idaho
1162679.8628475603,15648.25489990567,13.254272538068786,Adams, Illinois
830395.7964475413,11568.3362841967,18.929667599520247,Adams, Indiana
792628.7978863936,6631.439894319683,11.299365918097754,Adams, Iowa
957895.0701326664,36342.336066871416,33.62488997245353,Adams, Mississippi
978339.2472436954,16940.1850209099,12.582765175516412,Adams, Nebraska
1025464.5270270272,5869.9324324324325,9.2,Adams, North Dakota
561662.9664112297,7251.307025710807,23.8560910979016,Adams, Ohio
552166.0809733338,12685.42854049159,9.27690990166258,Adams, Pennsylvania
1301547.1678521363,12995.171590260112,23.09662530502051,Adams, Washington
858942.8670876634,8532.643826761474,13.011103376261747,Adams, Wisconsin
149330.6177868296,2357.0943652410047,8.210843177189409,Addison, Vermont
830905.7553392433,13386.88166462491,16.740829898555887,Aiken, South Carolina
685928.9186288745,20074.49024682785,12.182456915598763,Aitkin, Minnesota
979031.420160468,7614.338214072691,23.67788544051719,Alachua, Florida
982547.3252071664,14091.127949114314,17.526724487468638,Alamance, North Carolina
482556.8615900074,7443.046363711674,11.5656926329225,Alameda, California
802067.9106760477,21382.68583664729,28.102086264912817,Alamosa, Colorado
568583.8356341954,15857.47618121719,12.20564197290816,Albany, New York
1090607.210626186,2875.289900906599,25.025893421884884,Albany, Wyoming
433770.990913848,5692.402835259978,12.811947100518529,Albemarle, Virginia
364285.0283299722,16767.50216076059,14.877124747911266,Alcona, Michigan
824413.2968154235,14446.055528704152,19.688118253584665,Alcorn, Mississippi
307399.6405032954,59.916117435590174,16.7,Aleutians East Borough, Alaska
583921.1618257262,0.0,7.784543568464731,Aleutians West Census Area, Alaska
655150.5312868949,9755.017709563164,33.47123671782763,Alexander, Illinois
891816.2490917409,11456.174816329829,14.571234425038348,Alexander, North Carolina
858618.7059660009,13227.32855019068,10.43103419300627,Alexandria city, Virginia
1489824.7405138677,5376.89297260507,10.480653394589076,Alfalfa, Oklahoma
524097.68748649233,2928.4633671925653,12.663377998703265,Alger, Michigan
1088120.5164992826,24835.00717360115,11.382431850789096,Allamakee, Iowa
596110.2106969205,7168.075693197248,10.79211178763853,Allegan, Michigan
780186.2489840338,24089.76319378435,16.706619277871912,Allegany, Maryland
436369.1983122363,15567.510548523209,16.795084388185654,Allegany, New York
825642.4325560128,2505.715592135345,21.07739368998628,Alleghany, North Carolina
559881.2060171735,17857.834592291303,19.44447672541804,Alleghany, Virginia
546202.8049658224,12906.90912935455,12.981751050133989,Allegheny, Pennsylvania
980765.5806845468,21921.320908124337,14.924444251074789,Allen, Indiana
588888.017565872,1137.0765370138015,14.278246549560857,Allen, Kansas
814368.819080861,15629.24180725228,19.993979057591623,Allen, Kentucky
950995.1323482818,21271.73401691677,14.993073917259522,Allen, Ohio
1043767.28355669,20580.727504786213,30.429780897681344,Allendale, South Carolina
469603.2022276366,19150.71353985381,14.985889314305602,Alpena, Michigan
540315.8769742311,0.0,19.8,Alpine, California
649836.4874282957,10596.150753230044,10.012496649332547,Amador, California
458818.93454147794,10365.567880018749,12.93940790501484,Amelia, Virginia
639111.8514095353,3834.187120902606,13.44427543291744,Amherst, Virginia
1002274.5347542549,27039.92365198028,22.810871639891843,Amite, Mississippi
870867.3469387755,0.0,13.557117346938776,Anderson, Kansas
547508.743243857,3510.9233773901983,12.013085343143931,Anderson, Kentucky
913510.5626911944,24202.51938982562,15.581192126649292,Anderson, South Carolina
898914.4536524663,12163.414440414095,16.33126770632,Anderson, Tennessee
1417952.4477462033,17032.919459019515,17.436175039395984,Anderson, Texas
781155.6630948265,9741.905749510312,8.98356953566079,Andrew, Missouri
1096222.336007282,21215.22444103089,11.95095294987768,Andrews, Texas
370175.27511950576,5018.7761491655565,14.658411062552997,Androscoggin, Maine
978708.0957810718,27614.59521094641,19.23757582668187,Angelina, Texas
701043.2164364152,14474.318101310662,5.962086078639745,Anne Arundel, Maryland
1043952.4910036216,15169.01012291909,6.586043072426282,Anoka, Minnesota
856640.9463005759,13888.99768908386,22.10832713172222,Anson, North Carolina
783156.415860131,8382.766156728067,11.587511707773965,Antelope, Nebraska
363532.6157437427,4949.639043790256,12.604854536808888,Antrim, Michigan
1816304.0138543616,66641.99324041228,35.78437334152677,Apache, Arizona
917781.142902686,29839.802343189607,17.070526819159962,Appanoose, Iowa
1609376.8610253911,47257.86367819826,24.80851605218992,Appling, Georgia
686767.5591773379,6383.391540551028,14.350730823955503,Appomattox, Virginia
428076.6752577319,17179.44587628866,17.820678962628868,Aransas, Texas
840312.5059845647,20148.83213216472,9.91015476882026,Arapahoe, Colorado
707528.7160241101,7858.5238257705,8.84503582395087,Archer, Texas
409156.60736975854,254.12960609911053,11.638206797966962,Archuleta, Colorado
453957.2122325765,16826.355164719782,18.477871111694448,Arenac, Michigan
1012445.5100261552,20559.06713164778,20.60434829991281,Arkansas, Arkansas
668287.05115582,19115.25089964885,8.140847107618043,Arlington, Virginia
581326.7003311507,14270.944153917617,13.00728980925124,Armstrong, Pennsylvania
623950.233281493,25816.48522550544,7.5,Armstrong, Texas
105560.72051133064,2823.939570017432,17.6165717606043,Aroostook, Maine
481947.74346793344,950.1187648456056,10.900000000000002,Arthur, Nebraska
597886.9302724258,8526.813997689413,19.50897775127641,Ashe, North Carolina
541890.0917465619,8686.842154637048,14.216838965083774,Ashland, Ohio
723708.7267887698,9785.15748780024,14.50997528360479,Ashland, Wisconsin
861085.1668191227,15280.920514178422,21.332039863270907,Ashley, Arkansas
490283.1011336213,15711.504532457262,19.80107075500396,Ashtabula, Ohio
498566.8718271261,11361.69639247046,13.523855519115862,Asotin, Washington
866245.6635991608,22034.109557739048,14.602212343422174,Atascosa, Texas
941418.6809182558,7785.740313373011,18.61072513057209,Atchison, Kansas
582155.5763823804,9015.93252108716,12.118762886597938,Atchison, Missouri
608794.5945121485,1973.674175983405,36.20660738526303,Athens, Ohio
1620185.2520149164,19968.72368579334,27.322530975580417,Atkinson, Georgia
786798.9858056762,29933.388537552302,15.111247371082271,Atlantic, New Jersey
1127066.6954457154,3849.197784013238,19.23629038060292,Atoka, Oklahoma
1409454.9143131706,49276.60028829214,22.904986386204687,Attala, Mississippi
923549.2760936226,15421.340682373946,17.235197764235533,Audrain, Missouri
839975.485904395,14095.604972859392,11.203291892838385,Audubon, Iowa
940414.6096378173,15247.49879854952,9.04451046354144,Auglaize, Ohio
516248.15163328405,5084.016668907111,9.098704126898776,Augusta, Virginia
1913508.57977364,34246.075209930634,6.2,Aurora, South Dakota
557507.1691929537,8517.684009285811,13.394950839819748,Austin, Texas
1173659.059524675,16429.246311505198,13.756290428083435,Autauga, Alabama
981305.9595095525,7619.047619047618,14.1689250071286,Avery, North Carolina
619352.1362747835,3686.121195196872,19.622759005864285,Baca, Colorado
1626456.24612111,37246.20977036972,23.122883234329283,Bacon, Georgia
1351577.909270217,24119.470273316427,22.3,Bailey, Texas
1475135.2725423975,20241.85641137379,17.16939027490286,Baker, Florida
906551.8302060904,41248.84650876654,19.486834820055368,Baker, Georgia
347847.30913642055,4148.936170212766,15.083854818523154,Baker, Oregon
985231.6089693157,11330.153422501968,11.869655782848152,Baldwin, Alabama
1263298.7018692205,35862.23559645924,28.66549300415138,Baldwin, Georgia
379244.3572129539,4268.891069676153,18.17517173699705,Ballard, Kentucky
770080.626378016,23766.136438512884,9.797469096842164,Baltimore, Maryland
872735.7065873287,23785.24546786362,22.17431412916508,Baltimore city, Maryland
1164546.5570677808,49845.03436194583,24.8675987063738,Bamberg, South Carolina
382126.1024582473,10334.95965471946,16.4991367986489,Bandera, Texas
980613.1895659752,15395.08794859228,14.3123999346512,Banks, Georgia
365521.978021978,0.0,8.9,Banner, Nebraska
908401.7928263168,8142.617669088012,17.72294413467597,Bannock, Idaho
787634.0326340327,31421.91142191142,14.512027972027973,Baraga, Michigan
628909.2762487257,3710.499490316004,15.910825688073396,Barber, Kansas
1025804.3586122666,15560.474791038509,26.86798977138277,Barbour, Alabama
531870.160810006,7873.734365693866,22.967516378796905,Barbour, West Virginia
1283301.4310454836,22304.2566766931,10.06749612615076,Barnes, North Dakota
432722.7676484339,26250.584385226743,7.491810659186536,Barnstable, Massachusetts
1058509.2711584358,23421.149256471454,27.07637690471819,Barnwell, South Carolina
834999.3090423327,11278.732322999676,22.90925192316551,Barren, Kentucky
1145972.044622779,13669.033026147536,11.560280435645309,Barron, Wisconsin
1112086.712206554,18548.84885284757,13.171698691061131,Barrow, Georgia
570651.0980253997,5959.03165735568,9.30107873236365,Barry, Michigan
675973.2188259223,11749.251370133905,20.562752132888864,Barry, Missouri
879076.5699052133,24313.78357030016,12.401239139020538,Bartholomew, Indiana
981545.7937710126,9550.37499538183,15.727402371891973,Barton, Kansas
862703.0648132641,7343.828504438117,20.94201976218389,Barton, Missouri
1176830.7299533244,25495.259347319803,14.18903072410668,Bartow, Georgia
818082.0860209698,10433.84055985854,13.282153263766096,Bastrop, Texas
586406.583358732,10240.780249923804,14.406059128314538,Bates, Missouri
496825.0061530889,7432.931331528427,23.940191976372137,Bath, Kentucky
383602.512337371,3903.095558546433,9.3,Bath, Virginia
596675.8328669117,16338.549144623172,12.582911931472513,Baxter, Arkansas
1064685.176857265,18333.63869040679,15.382792296118634,Bay, Florida
701554.8172757474,24802.08827717133,16.378758424299953,Bay, Michigan
708777.6592908558,12003.465742468674,10.961370301252998,Bayfield, Wisconsin
597667.9622431982,23820.09994447529,13.1,Baylor, Texas
2036535.814568078,28007.487749821063,23.82684027968948,Beadle, South Dakota
534786.2672500841,3803.433187478963,14.563951531470885,Bear Lake, Idaho
797804.1254543917,17731.84546453631,19.19658255135684,Beaufort, North Carolina
939926.1638671396,12112.69490731446,11.795996453188785,Beaufort, South Carolina
715739.2102846649,5711.662075298439,11.722093663911846,Beaver, Oklahoma
631215.9180785081,26496.63120461938,10.849412765147688,Beaver, Pennsylvania
675101.3408169629,4412.223261615217,10.502291861552855,Beaver, Utah
944636.752136752,7788.461538461538,16.33903846153846,Beaverhead, Montana
880841.6785884597,9722.222222222224,12.754065331425847,Becker, Minnesota
1056127.2909320449,12385.181315571808,12.686953114796918,Beckham, Oklahoma
629537.1336237753,18715.100938823096,13.6556462334581,Bedford, Pennsylvania
1319447.645878687,19439.10872070688,16.972207282195757,Bedford, Tennessee
567194.3506770651,5840.737722940027,8.939708221782487,Bedford, Virginia
1368764.704085062,23752.63527758257,18.32143664639922,Bee, Texas
347377.57315800805,9669.940214961163,9.198791050461224,Belknap, New Hampshire
892205.7592194838,13851.978594051478,37.8640285412647,Bell, Kentucky
604662.3240001664,8234.0285165792,14.28070821916994,Bell, Texas
639331.3881751804,12367.72198754518,13.766925053346688,Belmont, Ohio
728444.6092437891,8737.758195737999,19.199007568652256,Beltrami, Minnesota
1400312.6447429364,41882.81611857341,30.4771364057434,Ben Hill, Georgia
634121.546961326,7790.055248618784,15.781237569060774,Benewah, Idaho
1265406.976744186,27296.511627906977,38.08235465116279,Bennett, South Dakota
225977.7001164919,1433.960170854829,12.761421756254506,Bennington, Vermont
1863490.909090909,32305.454545454544,33.209920000000004,Benson, North Dakota
1561677.574922494,19910.437478470547,24.5,Bent, Colorado
1081847.1704332011,14169.873284012978,10.535913717174363,Benton, Arkansas
938791.018998273,8301.66954519286,14.867184801381692,Benton, Indiana
940244.0926460266,15316.22865164158,8.68966310535756,Benton, Iowa
1159311.4837398373,20294.71544715447,14.106760670731706,Benton, Minnesota
1185359.9807368168,29484.709848302435,20.15044546111245,Benton, Mississippi
775843.1123797442,10090.918701765517,18.5957712231737,Benton, Missouri
204223.27731759,2610.794456594409,22.42115151446476,Benton, Oregon
917364.1203417112,22186.455367091745,22.36368082208741,Benton, Tennessee
943927.1711917872,19993.281862603595,13.561699793732188,Benton, Washington
427442.4464551598,12993.9296758676,10.06831978009392,Benzie, Michigan
1022723.2599795292,66247.86762197202,7.21876066189014,Bergen, New Jersey
802153.1334297665,11289.534383674109,12.79010125493569,Berkeley, South Carolina
695990.5026431322,6921.422811576023,13.019020697070154,Berkeley, West Virginia
852016.365824308,31862.093862815884,13.583415162454871,Berks, Pennsylvania
348721.34073314496,18814.725520739565,11.331153572183387,Berkshire, Massachusetts
724732.2758222137,12166.613568840714,18.011226263419548,Bernalillo, New Mexico
898811.4021247502,22099.505627432416,23.579083832965186,Berrien, Georgia
776886.4393215788,19660.789426130057,17.263381908769393,Berrien, Michigan
959769.9994978156,21583.88992115703,22.08610455481344,Bertie, North Carolina
1463557.387091385,6103.46939912012,26.72955950325778,Bethel Census Area, Alaska
1016431.2020481988,17255.618909896595,16.49789900021353,Bexar, Texas
1156080.6023029229,23348.095659875995,14.916031886625332,Bibb, Alabama
1132093.9690624531,30137.79617081268,27.369382093644223,Bibb, Georgia
2297441.685477803,65259.593679458245,26.7422949586155,Big Horn, Montana
740788.5906040268,18582.21476510067,13.029010067114092,Big Horn, Wyoming
1009307.4022623536,5338.360785870213,11.748819210160748,Big Stone, Minnesota
655239.0640895219,0.0,10.3,Billings, North Dakota
1002360.6427296172,12592.298706165004,13.163003372346756,Bingham, Idaho
1459382.5210589652,25669.374247894106,17.066363567990376,Black Hawk, Iowa
888545.9308989684,20640.24889471099,12.812837727198296,Blackford, Indiana
909123.937884559,12525.637269264576,24.599525344271903,Bladen, North Carolina
1383496.2702126675,11166.195616920724,14.763702914330723,Blaine, Idaho
1075519.1092386397,34140.83659343966,32.68114655431839,Blaine, Montana
354183.2669322709,0.0,9.8,Blaine, Nebraska
831797.5206611571,4824.380165289256,14.635227272727272,Blaine, Oklahoma
666320.0679835813,15015.71318624936,15.147620574653669,Blair, Pennsylvania
456398.2324826404,13986.833799260528,10.805618180178556,Blanco, Texas
753065.6039239729,14546.290619251991,8.405426118945432,Bland, Virginia
1213436.1061115894,44338.367634400194,23.52001721574458,Bleckley, Georgia
2125185.5963366404,8714.355096093805,21.157038784430725,Bledsoe, Tennessee
1092663.0481904729,15032.861081727851,15.604949104340436,Blount, Alabama
974441.341880678,10484.917607267866,12.967370904943564,Blount, Tennessee
1041199.9939179224,5072.4527498593525,19.087233719038423,Blue Earth, Minnesota
441403.5591274397,5109.070034443168,11.3,Boise, Idaho
1655931.282268047,53120.37680021738,36.94576552640319,Bolivar, Mississippi
1016198.266785454,9937.636672876002,19.87849680084231,Bollinger, Missouri
2474870.912220309,31210.55651176133,9.740949512335051,Bon Homme, South Dakota
1063437.830221909,15152.048843489492,16.660649289655982,Bond, Illinois
550221.0010751404,4178.712220762155,13.963440449169754,Bonner, Idaho
1171044.5273721968,11342.886127314228,11.997500996340714,Bonneville, Idaho
884249.7043964312,20947.54380307428,15.768743953563366,Boone, Arkansas
1247580.0738282562,19627.875759722585,10.57224169432119,Boone, Illinois
